GeneID	logFC
MIR17HG	9.848434798
RP11-401P9.4	9.848434798
SCNN1G	9.848434798
ZAP70	9.848434798
QPCT	-9.834438297
RP11-25K19.1	-9.834438297
RP11-783K16.5	-9.834438297
CYP1A1	-5.201070539
SEMA5A	-5.161763274
NIPAL3	-4.790211451
CACNA1C	6.506671934
KCNS2	9.8345108
SEMA3B	-4.737373807
RBM47	-4.899497865
EPHB4	-4.963977556
CITED2	-4.756079151
NACAD	7.139670145
TMEM45A	-5.666327473
C3orf70	9.820451106
MFRP	-9.811194211
RAPGEF5	6.488537468
SGCD	5.619634977
RP11-150O12.1	-9.799430206
SHISA7	7.117662812
TNFAIP2	7.117662812
GPC5	6.479384033
PTGIS	-4.924273038
AP1M2	-6.852942941
IFNB1	-9.787569486
JPH2	-9.787569486
MCAM	-4.853459048
LRRC1	-4.986035643
RBP7	6.46090107
FOXA3	9.777430735
PAX8	-9.775610448
ELK3	-4.811137386
MBP	-4.875446103
HLA-E	-4.68414796
FAM69B	4.830393553
APCDD1L-AS1	-9.763551447
KAL1	-9.763551447
EFEMP2	-4.68445102
PLIN5	6.43272491
LEPREL1	-6.158174937
ZBTB18	4.889359856
ENPP1	-9.739126776
GPR126	-9.739126776
FZD4	-5.051184364
APOC1	5.33759805
CCM2L	5.869424492
TRIM9	7.061129372
KDM5D	-6.142332917
PHOSPHO1	9.748020852
RP11-849I19.1	9.748020852
NTRK1	5.278008034
C11orf96	5.456957195
ANKRD33	9.733087987
SYN1	9.733087987
IGDCC4	5.310742741
ADIRF-AS1	-5.736500855
GSTT1	-6.126315004
TESC	5.533953035
WDR26	-4.938593326
POLD4	-4.797562972
HTR1A	9.717998939
SOX8	9.717998939
CITED4	-9.701696494
LZTS1	4.682135452
PPFIA4	5.430739114
ZNF844	5.177589331
RSAD2	-5.556993438
CITED1	5.830721437
SAMD11	4.770509139
BMPER	-5.953577508
CPVL	-6.757452022
CCKBR	9.702750406
DDX6	9.702750406
HOXA7	9.702750406
MYSM1	-9.689000774
SERP2	-9.689000774
CHRNB4	6.374665973
TPM1	-4.612947798
FRMD6	-4.638162323
CD274	-6.747545885
FAM222A	4.656696981
HLA-DPA1	5.624035811
FEV	9.68733898
MYCNOS	9.68733898
FGF2	-4.636102258
PTPRB	-5.399428792
ASIC4	4.75382192
ARHGAP18	-4.978199409
SRGAP1	-5.147942006
AOC3	9.671761145
ECEL1	9.671761145
CHML	-9.66326917
LURAP1L	-9.66326917
PDE4A	5.615428484
RUNX2	-5.681247443
SPRY2	-4.680869518
NXPH3	9.656013267
QRFPR	9.656013267
AGAP8	-6.717412699
FHL2	-4.632587638
NPR2	5.770647572
GSTP1	-4.553198578
TNNC1	6.965798848
GDF10	9.640091592
ZNF880	9.640091592
PCED1B	-9.637070275
NRTN	6.314172221
GPR176	-4.823419946
RP11-309L24.9	-6.686636678
SLC6A9	6.303838642
FRMPD2	5.277629975
DIAPH2-AS1	5.571604286
BACE2	-4.604610796
MEST	-4.962763654
DDX60	-9.610386803
HRH1	-9.610386803
TMEM158	-4.611497804
LLGL2	4.593359641
STXBP2	-4.740588281
EPHX4	-6.026282837
SGMS2	-6.026282837
NPHS1	5.739645777
SPARC	-4.51375666
ABI3	6.928360754
PCDH10	6.928360754
ZNF185	-4.748892611
ANGPTL2	-4.608493897
LBX1	9.607711206
STMN2	9.607711206
ZIC1	9.607711206
LINC00941	-9.58320049
PDCD1LG2	-9.58320049
RIN2	-9.58320049
CACNA1S	6.915662337
ZNF418	6.915662337
LTBP3	-4.500946123
PDGFC	-4.65040415
TRIM58	-4.86312854
ADCY5	9.591244338
CDKL5	9.591244338
HHATL	9.591244338
RBP4	9.591244338
ZSCAN1	9.591244338
MLLT3	-9.569412775
NLGN4Y	-9.569412775
RP11-582J16.4	-9.569412775
FJX1	-4.548959143
PRPH2	5.52640704
SMAD3	-4.622553268
VGF	4.867584975
LRRC14B	6.889925195
ZNF618	-6.633837825
EXT1	-4.745042478
KISS1R	9.574587345
RNASE4	-9.555492019
TNFRSF14	-9.555492019
ZEB2	-4.767823089
KIAA1467	4.600462137
ASTN2	4.828172923
PDE2A	5.062493485
FCGRT	-4.54155771
PTP4A3	4.573590223
ATP8A2	9.557735785
RP11-553L6.5	-9.541435631
TALDO1	-4.470540905
HSPB8	-4.493634439
SPG20	-4.638417059
GUCY2D	9.540685061
UTS2R	9.540685061
ZNF835	9.540685061
STX11	-9.52724094
PFKFB2	-4.842226529
TTC39A	5.479747917
TRIP11	-5.790672941
ADCY1	4.607044864
PPAPDC1A	-4.560922129
NCAN	6.207346465
ROBO2	9.523430408
GBP2	-9.512905199
SP110	-9.512905199
PTHLH	-5.539308299
GCGR	6.837031131
PERP	-4.494916981
FAM126B	5.107302111
P2RX2	5.107302111
ADRA1D	9.505966888
ANKRD63	9.505966888
FZD10-AS1	9.505966888
USP53	-9.498425576
MICB	5.320255353
ZNF660	6.823498949
RASGRP3	-6.556514573
SLC35D2	-5.520542252
SYNPO	-4.571355462
MYLK	-4.458129069
MIR22HG	-4.446109991
DSCAML1	9.488289382
KCNH4	9.488289382
LEFTY2	9.488289382
SCUBE1	5.619908182
TRIM16	-4.479145946
SLC8A2	4.763356373
ALOX5	9.470392583
HOXA10	9.470392583
SYN2	9.470392583
TEX15	9.470392583
CCRL2	-9.469022924
IL1R1	-9.469022924
ILDR2	6.150813025
ST3GAL6	-6.522063825
PLLP	5.411781202
PPP1R13L	-4.431707968
IFIH1	-4.837882147
ACSS1	9.45227098
FBN3	9.45227098
PID1	-9.439008546
SH3TC2	-9.439008546
PLK2	-4.391368505
AL589743.1	-4.631018178
HPD	-5.303936663
NR3C2	-6.510394971
BEX4	-4.991070117
GATA4	6.12756442
SLC29A2	6.12756442
PRR16	-5.852183788
MR1	-5.170214668
PNCK	4.719904973
AC010441.1	-5.705423222
LINC00973	-9.423763901
PCDH20	-9.423763901
POLQ	-9.423763901
RP11-384K6.6	-9.423763901
TYRP1	-9.423763901
CYFIP1	-4.552644293
EPHA10	6.753865988
RP4-555D20.2	-6.498630966
ARHGEF37	-5.842411848
BRSK2	4.413325887
GALNT2	-4.353090518
CHD5	4.563469188
SSTR5-AS1	9.433918854
CDH17	-9.408356447
LINC00707	-9.408356447
TMEM178B	-9.408356447
FGFR3	4.650523809
SYT5	4.868391149
MSC	-4.438735241
SIAH2	-4.584282967
GALNT13	-4.842507012
ARHGEF16	4.46250288
GARNL3	6.091973596
NRXN2	6.091973596
DCT	6.725043678
TLL2	6.725043678
EME2	-4.505780454
HBQ1	9.415330264
HOXC10	9.415330264
KLHL4	-9.39278267
NQO1	-4.32812289
FOXP2	5.526127426
PORCN	-4.484269531
SERINC2	-4.34970472
GRP	9.396499038
PGBD5	9.396499038
SAMD9	-9.377038938
MAFF	-4.351389934
NPTXR	-4.34060944
ACSL4	-4.511823039
NRG3	-5.237701363
ELAVL3	6.710413676
NUDT11	-6.438327535
SH2D3C	4.933823873
RARG	-5.40251127
CTSA	-4.329231378
ZNF667	9.377418757
SLC16A14	-9.361121502
NAPB	4.914891667
AP000525.9	-5.622589534
ARPC1B	-4.329857742
ZNF10	4.659067959
ETV3L	6.68070093
GNAT2	9.358082745
KIF14	9.358082745
KRT17	9.358082745
PNMAL2	9.358082745
RP11-307N16.6	9.358082745
RP11-54O7.1	9.358082745
HRNR	-9.345026486
TAPBP	-4.332239601
COL4A1	-4.27756975
HNRNPU-AS1	5.476847291
CABP7	4.602684625
STARD8	-4.629767952
ADAM9	-4.280333438
CDYL2	-9.328749882
TENM4	-9.328749882
FSBP	4.991791014
GPM6B	5.46425967
TMEM173	-4.814134263
ST8SIA2	6.650363348
SNAI1	4.472870087
RP1L1	5.055094517
RP1	5.148316639
EHD1	-4.249536668
GPT	6.00534599
ERAP2	-5.730311041
ACOT11	5.451561254
ITGB3	-5.174729268
CLIP2	-4.448808682
MID2	-9.312287547
SCAMP5	4.318853149
TSPAN18	4.920986223
COPZ2	-5.57531923
ADRA2B	6.634951923
FRY	6.634951923
COL18A1	-4.229023591
DRAM1	-4.329799232
MAN1A1	-5.040325848
TMEM130	5.438750074
RELB	-4.33336494
JAZF1	-5.567288044
HCFC1R1	-4.294216206
PCDH8	9.298469387
SLC24A4	9.298469387
ZFP82	9.298469387
CASP1	-9.295635194
CTAGE4	-9.295635194
P4HA3	-9.295635194
EPHA5	-9.278788383
RARRES1	-9.278788383
SDCBP	-4.251911002
PARM1	-5.708959069
SAMD1	4.814998413
MFI2	-4.219286794
SLC12A5	5.966566025
ZNF804A	-5.698163398
RP11-334A14.8	5.412781289
MAP4K1	5.020352737
KCNB2	9.278038015
PCBP3	9.278038015
TBC1D3H	9.278038015
ALDH3B2	-9.261742519
TFAP2A	-4.835549502
NEGR1	-4.626678719
FLJ20373	9.257313133
NKD2	9.257313133
PPP1R1A	9.257313133
TRIM67	9.257313133
LYPD6B	-9.244492844
SPESP1	-9.244492844
SNTB1	-4.992259016
NIPAL4	-5.288819239
IL17D	4.99373611
ATXN1	-4.550131689
SSPO	4.494355276
UNC93B1	-4.290742697
PTPRCAP	-6.322990988
NEXN-AS1	-5.509781945
DDR2	-5.654154272
RRAS2	-4.221340706
AGAP7	4.802646772
GPR1	-9.227034423
VRK2	-5.501376423
P2RX4	-4.626447675
AIDA	-4.313922255
5-Sep	4.246270419
PDLIM5	-4.240425541
CCND2	9.236286186
GUCA1C	9.236286186
HOXC6	9.236286186
NMNAT2	9.236286186
PDP2	9.236286186
SIX6	9.236286186
ERCC6-PGBD3	-6.282401249
DSEL	-4.412313992
FAM105A	4.444777466
NPC1	-4.213251301
SLC35C1	-4.240528983
JPH4	9.214948237
NYAP1	9.214948237
ZRANB1	9.214948237
ANK3	-9.191470699
SMC5	-9.191470699
NRDE2	-4.839366167
ZNF654	-5.467255876
C14orf169	-4.75644528
ASGR1	4.474017376
STXBP5L	6.522200287
RP11-356J5.12	-5.458598142
CSGALNACT2	-4.312430297
PARVB	-4.485734669
SKOR2	9.193289949
SLC4A1	9.193289949
SYT3	9.193289949
PLAT	-9.173354587
FOXE1	5.871807396
CES3	4.794882432
CLDN3	6.505348728
PSD	4.331999458
UPK3B	-4.353690609
DOCK5	-4.14871504
PDGFD	-5.205111461
CXXC4	9.171301557
USH1G	9.171301557
GDF5	-9.155008092
USP49	4.262518813
SH3BP5-AS1	-6.2264417
RARB	-4.891036581
GAREM	-5.423438102
EDEM2	-4.318044515
RHOC	-4.104501639
LY6H	9.148972841
PCDHA13	9.148972841
KIF5A	5.275425725
TMEM55A	-4.779775945
MYADML2	4.666477102
C15orf52	-4.636734498
ACE	4.428771613
SH3GLB1	-4.132688897
PPP4R4	4.452696627
PLP2	-4.103544941
MOSPD1	-4.523237752
NPAS4	6.45357983
HBP1	-4.236437217
FBLL1	4.276500587
MVP	-4.083481964
GPM6A	4.695791216
KCTD15	4.194008642
RHOG	-4.171090079
AC026150.5	9.126293103
ASCL5	9.126293103
CRB1	9.126293103
PRSS8	9.126293103
RP11-497E19.1	-9.117599983
UCA1	-9.117599983
MDK	4.08117409
TNFSF13	-4.620917458
NFIX	-4.315329498
AVPI1	-4.241160252
RP11-126K1.6	5.246312593
XKR8	-4.3922661
STAT6	-4.141528183
SUMF1	-4.225396953
MGST1	-4.069357805
DLL4	9.103251128
FOXD3	9.103251128
IL1RN	-9.079196027
VIM-AS1	-9.079196027
OTX2	4.056763977
ARVCF	4.263549036
SMPD3	4.346678798
ATP2B4	-4.064927111
IL1RAP	-4.495053444
HHIP-AS1	6.418005526
NNMT	-6.153294547
WIPI1	-4.167889849
KLHDC8A	5.785317448
SLC4A8	5.785317448
SCN5A	-5.501079608
USP54	-4.181090949
CD302	9.079835156
EN2	9.079835156
HOXA4	9.079835156
MCHR1	9.079835156
ANKHD1-EIF4EBP3	-9.059603758
CYP4V2	-9.059603758
RP11-529K1.3	-9.059603758
NR6A1	4.698727491
SYNE1	-4.133709711
ECM1	-4.052778838
CD82	-4.142927688
PLD4	5.770384583
A4GALT	-5.488603469
KCNN1	5.216599846
IQGAP1	-4.03976742
APLP2	-4.003928847
LPXN	-4.711252245
TPP1	-4.021280549
TMEFF1	4.17031148
ABCG4	4.360779054
SYT15	-9.039741752
MCC	4.022521999
FGFR4	4.286510723
ARHGEF6	-5.463322778
ABCA4	6.381531797
NANOS1	4.048709546
ETV1	-4.343989416
DLX6	9.031831241
GAL	9.031831241
TPRX2P	9.031831241
CERS6-AS1	-9.019602478
ADAMTSL5	-5.073969199
CTSB	-3.971681082
NEURL1B	5.170850839
SRSF12	5.170850839
BEX1	-4.010871126
SLC27A6	4.771512227
PHLDB2	-4.230892515
DMRT1	6.362943207
TSC22D4	-4.033898057
MID1	-4.265509391
ZNF829	4.862250691
ITLN1	-8.999178085
SFTA1P	-8.999178085
SPTLC3	-8.999178085
C3orf80	5.709057741
HAPLN2	5.709057741
MFAP2	4.510197723
CISH	4.850484371
ANK1	6.344111981
FCHSD1	-4.156714676
TECPR2	-4.169521595
CCDC64B	-5.424551196
ST3GAL1	-4.404916313
CALCOCO1	-4.050108822
BCL11A	9.007216708
CFD	9.007216708
HAPLN4	9.007216708
ME1	-4.252973483
NFKBIZ	-4.092566927
STX4	-4.092863198
GRID1	-5.030416006
RP11-265D17.2	-4.433108289
GPER1	-4.226172979
GNG4	3.98655231
BCAT1	-4.085235557
OTUD4	4.946545296
NID2	-4.134223736
LIN28A	6.305695687
RIPPLY3	6.305695687
CBLB	-4.019900411
GPR123	8.982174914
KCNA6	8.982174914
PGAM2	8.982174914
SHROOM4	-8.95744083
SLC1A1	-8.95744083
LOXL4	4.144833861
DSC3	-4.172765375
DHRS3	-4.202721473
TSPAN33	4.297860766
ANO1	8.956690763
CTD-2554C21.3	8.956690763
LRRC16B	8.956690763
NKPD1	8.956690763
OLIG2	8.956690763
ZNF502	8.956690763
ACCS	-8.936110493
FGF1	-8.936110493
MAST3	4.054842297
PNPLA6	-3.921760663
HHIP	6.266228389
GNAI1	-3.959787382
SEC24D	-3.929508074
SMPD1	-3.916461579
PSMB8	-4.143311171
FUT3	4.260891159
SIAE	-4.00879012
PRRT1	4.506430614
HSPA2	-5.202730962
SPSB4	4.048656532
DPF1	3.964191768
BCL6B	8.930748347
CD19	8.930748347
ISLR2	8.930748347
LINC00907	8.930748347
NBPF24	8.930748347
RERG	8.930748347
PKP3	-8.914460048
THNSL2	-8.914460048
NFKB2	-3.900748499
COL16A1	3.960250579
ARSA	-3.965944169
BGN	5.61188394
RAP1GAP2	3.990683187
NMRAL1	-4.482677906
KCTD8	-4.218834
GNG12	-3.862790505
DAB2IP	3.880363077
CYB561A3	-3.947046969
RP11-169K16.9	-5.960943279
AC005540.3	-4.052149509
BHLHE22	8.904330882
CYP21A2	8.904330882
MYBPC2	8.904330882
PCDHA11	8.904330882
RIMBP3	8.904330882
GPR137B	-8.892479739
LRRC45	-8.892479739
RARRES3	-8.892479739
USP9Y	-8.892479739
UTY	-8.892479739
CMIP	-3.908884875
ATP10D	-4.403937331
LMO2	4.651774632
ATG2A	-3.872210837
SHROOM3	-4.225572812
GRN	-3.828195182
GSTO2	-5.301562944
HSD17B12	-3.876504072
C1QL2	8.877420643
PCDHA4	8.877420643
AP003419.11	-8.847488221
FST	-8.847488221
KLHL13	-8.847488221
RP11-79H23.3	-8.847488221
TRIM56	-8.847488221
UBE2T	3.865577838
THBD	-5.926235182
ZNF737	4.832340455
MYL12A	-3.827419058
CARNS1	-3.954900351
ASB16	8.849998899
CTD-2162K18.5	8.849998899
EIF4E1B	8.849998899
GOLGA6D	8.849998899
HIF3A	8.849998899
HOXC4	8.849998899
LPGAT1	8.849998899
RNF112	8.849998899
ACTA2	-8.824455122
MTMR11	-8.824455122
EGFL7	3.965790409
TLDC1	-3.974847011
TMTC4	4.041717718
CCDC85B	-3.79827725
CLDN7	5.543263483
ANKRD13B	-5.27274758
TIMP4	-5.908562902
RTN4RL2	4.81740759
IL27RA	4.410571656
SPRED1	-5.258121157
ALPPL2	8.822045825
RASGEF1C	8.822045825
RP11-325I22.2	8.822045825
STAC2	8.822045825
GALM	-8.801048318
MEIOB	-8.801048318
SH2D5	-8.801048318
LRRFIP1	-3.819256955
LMO3	6.16256118
NHLH1	4.083117108
SERPINB8	-3.884237345
CMBL	-5.10625609
IFI6	-3.847984181
PIGZ	-4.569333036
UCN2	-5.243344928
DLGAP4	-3.873777328
CARD9	4.265008135
LTBP2	-3.783187887
C16orf11	4.141442912
FNDC5	6.140902892
GIPC3	6.140902892
MIR29B1	-5.872555346
ANKRD33B	3.813083042
AP001891.1	8.793540425
CELSR2	8.793540425
IRX2	8.793540425
LINC00966	8.793540425
RIMBP2	8.793540425
MX2	-8.777255482
TMCC3	-8.777255482
C10orf10	3.920265419
GPR37L1	4.119504283
KCNG3	4.278761164
TPCN1	-3.783858515
BMP1	-3.772515285
FUCA2	-3.772537719
VCL	-3.765456191
EGLN1	-3.85015462
APLN	4.093479513
EVC	-3.754134063
C1GALT1C1	-3.918894248
CD58	-4.0539895
TRAF1	-3.999695455
BAG3	-3.750948903
AC003102.3	8.764460431
CTD-2521M24.11	8.764460431
DIRAS2	8.764460431
LHX9	8.764460431
MPPED2	8.764460431
SYT6	8.764460431
XYLT1	8.764460431
BICC1	-8.753063667
RP11-414J4.2	4.405741979
IL6ST	-3.776902504
PRRX1	-4.352454792
NR3C1	-3.977587387
FOXC1	-3.839665647
TMEM63C	4.108293262
EPS8L2	-3.807233387
KCTD11	-3.897441839
3-Mar	-4.178336322
AMT	4.075810428
PPFIA3	3.791914812
CD151	-3.718151644
MYH9	-3.709371928
FCHO2	-4.210356682
IRS1	-4.210356682
SRPX2	-4.414834824
PXDN	-3.726449354
AP001258.4	-8.728459263
BTN3A3	-8.728459263
PIGV	-8.728459263
TLR1	-8.728459263
RNF157	3.921181279
FOLR1	4.296333455
KIAA1432	-3.898807416
CELSR3	3.763191188
RAMP2-AS1	5.45262686
IRF2	-4.203567398
KIF1C	-3.744266272
C10orf54	-5.816800742
MAGED4B	-4.064247629
CYSTM1	-3.751446549
TLE2	3.749502693
RP4-734G22.3	4.578235912
UBE2L6	-3.845942691
NRCAM	4.692030809
MANBA	-3.867801601
ANKRD20A2	8.7347822
KANK4	8.7347822
SMG8	-3.905579125
CLDN5	6.05086407
CTD-3199J23.4	6.05086407
EMB	-3.778223922
RNF144B	-3.939920244
TGFA	-4.129956307
UNC79	5.414715353
ZNF677	5.414715353
FZD9	-5.135443506
MAPT	3.880439377
WNT5A	-4.082288264
LRRK1	4.457690561
RELN	-3.826774991
LINC00839	-4.577280682
BTBD19	-4.458719106
AMBP	4.675563941
ARR3	8.704480601
EFCAB4B	8.704480601
HOXC5	8.704480601
IL10RA	8.704480601
NELL1	8.704480601
RUNX1T1	8.704480601
CPNE8	-8.67795466
NIPAL2	-8.67795466
TTC39B	-8.67795466
EDA2R	-5.11934849
2-Mar	-3.876022969
RP11-66B24.4	-4.206122147
FLNA	-3.647338639
AKR1B1	-3.648074215
LHFP	-4.014902593
ZNF750	4.37609775
BAIAP2-AS1	3.702668169
RAB3A	4.036227282
WISP2	-5.738942511
PBX1	3.97008542
CHST1	4.134498192
HCN3	3.693021235
CCDC177	8.673528884
DUX4L7	8.673528884
GABRD	8.673528884
IKZF1	8.673528884
RP11-206L10.2	8.673528884
AC104135.3	-8.652023496
ADAMTS5	-8.652023496
CTTNBP2	-8.652023496
PCDH18	-8.652023496
XK	-8.652023496
PALLD	-3.656741076
FGFR1	-3.642590009
PDE6G	3.932657546
EPHX1	-3.660356007
CYTH1	3.650010806
GUCA1B	5.979444184
SLC16A6	3.726351184
PLS3	-3.65251132
C11orf68	-3.648673613
ANXA4	-3.745227664
SPRYD3	-3.686300082
AGPAT9	-3.874202972
CLIP3	4.278468499
PIEZO1	-3.605840612
ATP6V0E1	-3.641037102
NME7	-4.527745326
CD5	8.641898541
TMEM189-UBE2V1	8.641898541
ANG	-8.625617697
CFI	-8.625617697
AC093818.1	-5.069957198
RNF224	-5.069957198
MFSD9	-5.053110387
B3GNT5	3.955839088
RAPGEF2	-4.693234546
SOX18	4.404796498
HEXB	-3.619284398
ATOH7	4.151786613
TRAM2	-3.661313151
ITGA5	-3.611036534
OTUD1	-3.644369196
ANXA5	-3.595679822
CREBRF	-3.883680892
SLC30A7	-4.148446187
AHR	-3.695175471
CHPF2	-3.623537648
ZNF140	3.982392844
C1RL	-3.835610987
AKR1C1	-5.036064523
FGF14-AS2	4.59028649
CBX8	3.645528131
LIMD2	3.63865923
NABP1	-3.721303282
RGN	-5.677661144
NHS	-4.071334616
KCNG2	8.609559143
TMEM72	8.609559143
TPRX1	8.609559143
WNT6	8.609559143
ZNF582	8.609559143
B3GNT3	-8.598719565
TLR3	-8.598719565
PRKG1	-8.571310392
SLC22A17	3.626047804
HES1	-4.126209051
BAIAP3	3.966635252
MME	-3.963494231
SLC16A9	4.459321847
C1orf106	4.572608985
FAM129B	-3.564502203
KSR1	3.60960544
TNIP1	-3.579298621
PARVA	-3.637892799
S100A3	-3.920617473
SH2D2A	3.779995002
SNHG6	3.552161622
ZNF43	3.644547749
SKIDA1	4.554712186
PCSK5	-4.008937809
LPIN3	8.576478172
RP11-39E3.3	8.576478172
ANXA10	-8.543370381
BTC	-8.543370381
FLJ27365	-8.543370381
KRTAP2-1	-8.543370381
SCAPER	4.176285968
ZNF385A	3.567537855
CYLD	-3.589629232
TES	-3.602808283
PLXNB3	-3.668611244
CHRM4	3.783001748
FTH1	-3.540008666
NR2F1-AS1	-4.329273359
FAS	-3.68616094
FBXW5	-3.562187298
C20orf112	5.904303706
FOXN4	5.904303706
TMEM256-PLSCR3	-3.618511367
NCKAP5L	-3.646985409
TRAF3IP2	-3.621085142
RIC3	5.273582781
TCIRG1	-3.585181449
TRIM6	-4.319567163
OPTN	-3.604597144
DUSP2	3.573651819
KIAA1324	8.542620818
PPAPDC3	8.542620818
RP11-171A24.3	8.542620818
ZIM2	8.542620818
RP11-109J4.1	-8.514878565
UBBP4	-8.514878565
VPS13D	-3.703413162
PRRT2	3.82464133
CACNB2	4.518238457
PIP4K2A	-3.682061204
FAM83F	5.87836129
HRCT1	-5.613660808
PYROXD2	-5.613660808
GAP43	5.252244833
PHLDB1	-3.539268815
SELM	-3.550042615
RABAC1	-3.523535105
SPRYD7	-3.706107068
GPC1	-3.505819268
KCTD14	-4.812152726
DSE	-3.647637581
TMEM184A	3.633793658
CRYAB	-3.561214024
AMMECR1	-3.779199346
RAB37	3.853532045
GLRX	-3.618582462
ACVRL1	8.50794976
BAI3	8.50794976
DCX	8.50794976
HOXA1	8.50794976
TDRG1	8.50794976
ZNF578	8.50794976
OAS2	-8.485812708
KCNJ2	3.726720811
TAX1BP3	-3.528846196
SAMD4A	-3.624657849
PDPN	-3.601095125
ULBP3	-5.591680499
MIEF2	-3.527729574
IQCJ-SCHIP1	-4.798495533
PGBD3	-4.798495533
TRIO	-3.492330048
SAP30L	-3.799729103
ATP13A3	-3.526147043
RP11-479G22.8	-3.974771845
FAM64A	3.575601256
RAB9A	-3.644135747
TUBB2B	3.497370886
ABTB1	-3.674521079
SEMA6D	4.022320831
SPTBN5	4.022320831
HIPK3	-3.603746
SYBU	-3.858957289
SLC25A21-AS1	-5.569360119
TOX2	-5.569360119
SRGAP3	4.047492944
CAPN5	-3.581876316
BTBD17	8.472424923
CTD-2521M24.10	8.472424923
DLX6-AS1	8.472424923
JPH3	8.472424923
KB-1592A4.15	8.472424923
KCNK15	8.472424923
LRIT1	8.472424923
MAP10	8.472424923
PCP2	8.472424923
RP11-683L23.1	8.472424923
SCARNA15	8.472424923
SMOC1	8.472424923
UNC5A	8.472424923
SLC25A21	-8.456149201
TXNDC16	3.691222604
MGAT1	-3.480203245
FADS3	-3.50722367
CNKSR3	-4.379251166
SBK1	3.56800396
STIM1	-3.595465265
MPZL3	5.186269437
TCTN3	-3.661405895
FAM114A1	-3.789224069
GATSL2	3.759991042
4-Sep	3.620093865
FAM155A	-3.740928334
CPLX4	5.797611842
DUX4L4	5.797611842
CNN3	-3.462639601
HSPA12A	3.670079771
KCNH3	3.522114118
RETSAT	-3.499117379
ATP6V1G2	3.992999322
SLC2A5	4.442402347
RPRM	-3.540092564
CXorf57	-4.891921987
HCP5	-4.891921987
RP11-830F9.7	8.436003192
SHISA2	8.436003192
SLC13A2	8.436003192
APOL1	-8.425862952
GJB3	-8.425862952
LINC00857	-8.425862952
PSG1	-8.425862952
RLBP1	-8.425862952
MDM4	3.475773257
EFTUD1	-3.708624269
ADM	-3.442602418
LRRC8B	3.566803993
ST6GALNAC5	3.955183907
GRB10	-3.571991852
SUCLG2	-3.572973753
FAM107A	4.218128715
GAL3ST4	4.146031043
SGOL1-AS1	5.769658768
CTSH	-3.443888259
CHIC2	-3.531132188
HTATIP2	5.140547723
DDX58	-3.803703877
PLSCR4	-4.728200242
CLASP2	3.62535056
RFFL	-3.521659819
FAM214B	-3.597458092
FLJ30594	-8.39492725
LINC00520	-8.39492725
NEBL	-8.39492725
TFEC	-8.39492725
UST	-8.39492725
EYS	4.402935049
YTHDC2	-4.187057931
CACNA1G-AS1	5.741153368
MSH5	-4.476671448
RPL39L	-4.476671448
FAM13A-AS1	-3.899293728
CGB1	-3.688829059
VEGFC	-3.689024633
TBC1D9B	-3.413930531
ACLY	3.391387289
CHPF	-3.392988039
EMP3	-3.400919143
MAGED1	-3.39534497
SLC41A2	-3.926221786
CACNA2D1	5.093329444
CTB-175P5.4	5.093329444
KREMEN2	3.467435513
COL26A1	8.398638105
FUT1	8.398638105
KCNC2	8.398638105
RIIAD1	8.398638105
SLC2A4	8.398638105
GS1-600G8.5	-8.363313631
RP11-982M15.6	-8.363313631
HPN	5.712073374
OTOF	5.712073374
STMN1	3.372878372
HDAC7	-3.391990267
ENGASE	3.438486705
WDR44	-3.529501023
TMEM62	-4.669388831
SCXB	-3.461551942
FURIN	-3.3802785
Z83851.1	3.939060648
CALU	-3.372839108
ITGAV	-3.36925798
VAMP3	-3.409512472
FAM110C	-4.437192507
CTD-2162K18.4	5.069127837
KLF5	-3.417310611
REXO2	-3.438104733
ACTN1	-3.358539552
KCTD12	3.458514255
HOXB3	8.360279493
IRF8	8.360279493
LRIT2	8.360279493
MYH7	8.360279493
NTF3	8.360279493
RASAL1	8.360279493
RHOU	8.360279493
SLA	8.360279493
XX-FW80269A6.1	8.360279493
KLHL38	-8.330991717
TTC9B	-8.330991717
SLC1A4	3.390787013
TLE4	-3.47841986
SPTBN4	4.20590172
MNX1	3.469565413
SOX10	4.320605788
PRDM16	-3.423614348
COBL	3.42781435
GPRIN1	3.345371275
KIFC1	3.358343335
EXT2	-3.343543514
CDK5R1	3.375455556
BFSP1	3.947010492
TCTN1	-3.51270991
CIT	3.493167211
TOP2A	3.326216012
ABLIM1	-3.864872374
TCEAL8	-3.484465664
KIF11	3.478268246
TSPAN13	-3.321438058
ACER2	8.320873072
CPNE6	8.320873072
GAL3ST1	8.320873072
KCNJ8	8.320873072
PRX	8.320873072
RIMBP3B	8.320873072
RP11-317P15.5	8.320873072
T	8.320873072
HSD3B7	-8.297929039
IQCA1	-8.297929039
KRT86	-8.297929039
MT1M	-8.297929039
SCYL2	-8.297929039
SLX4	-8.297929039
GAS1	-3.756837167
SGMS1	-3.756837167
PVT1	-3.722751129
LACTB	-3.456588804
PACSIN2	-3.416465703
MAN2B2	-3.357691367
IFITM1	-3.793067393
RP11-1085N6.6	3.673250108
JAG2	3.332608648
VKORC1	-3.310439028
RP11-327F22.2	-5.37715542
RBM24	-3.608522034
TMEM180	3.909245712
FZD6	-3.367826742
SSR3	-3.293305736
HYPK	3.517042622
GNS	-3.297333439
SLFNL1	3.896434533
ALDH1A2	8.280359988
CNTNAP3B	8.280359988
PRPH	8.280359988
